METHOD;N;K;TIME;RMSE;n;nu_1;nu_2;theta_1;theta_2
NcoK KM;100;50;65.42594647407532;0.0001390414810159;5000;2.5;0.5;4;5.0
NcoK KM+;100;50;65.45194673538208;0.0001095874590141;5000;2.5;0.5;4;5.0
coKNN;10;500;0.1199183464050293;0.0001487713902891;5000;2.5;0.5;4;5.0
NcoK KM;10;500;89.14668560028076;0.0002589774230513;5000;2.5;0.5;4;5.0
NcoK KM+;10;500;89.09228563308716;0.0003381461930775;5000;2.5;0.5;4;5.0
coKNN;5;1000;0.0783126354217529;0.0005176504921084;5000;2.5;0.5;4;5.0
NcoK KM;5;1000;192.2613749504089;0.000369797470202;5000;2.5;0.5;4;5.0
NcoK KM+;5;1000;193.4151575565338;0.0004002109861366;5000;2.5;0.5;4;5.0
coK;5000;1;6.006339073181152;9.4808582751983e-05;5000;2.5;0.5;4;5.0
coKNN;1000;5;26.614271879196167;0.0001264014762826;5000;2.5;0.5;4;5.0
NcoK KM;1000;5;109.3458559513092;0.0001256717425688;5000;2.5;0.5;4;5.0
NcoK KM+;1000;5;107.17652535438538;0.0001257216976776;5000;2.5;0.5;4;5.0
coKNN;500;10;6.225450277328491;0.000126411537;5000;2.5;0.5;4;5.0
NcoK KM;500;10;55.36947107315064;0.0001292137586202;5000;2.5;0.5;4;5.0
NcoK KM+;500;10;59.25475358963013;0.0001313821072223;5000;2.5;0.5;4;5.0
coKNN;100;50;1.026986598968506;0.0001261573225487;5000;2.5;0.5;4;5.0
NcoK KM;100;50;56.39924764633179;0.0001777990990004;5000;2.5;0.5;4;5.0
NcoK KM+;100;50;58.35103940963745;0.0001416221335974;5000;2.5;0.5;4;5.0
coKNN;10;500;0.1167988777160644;0.0002958255886369;5000;2.5;0.5;4;5.0
NcoK KM;10;500;88.61442756652832;0.0003200952304644;5000;2.5;0.5;4;5.0
NcoK KM+;10;500;88.764719247818;0.000272233979776;5000;2.5;0.5;4;5.0
coKNN;5;1000;0.069326639175415;0.0016311000979795;5000;2.5;0.5;4;5.0
NcoK KM;5;1000;192.52841591835025;0.000396674539178;5000;2.5;0.5;4;5.0
NcoK KM+;5;1000;195.3858518600464;0.0004499429693934;5000;2.5;0.5;4;5.0
coK;5000;1;5.025812149047852;0.0001264899512738;5000;2.5;0.5;4;5.0
coKNN;1000;5;32.28273153305054;8.60686603293437e-05;5000;2.5;0.5;4;5.0
NcoK KM;1000;5;134.58730149269104;8.742336722281355e-05;5000;2.5;0.5;4;5.0
NcoK KM+;1000;5;133.05463337898254;8.696341434848896e-05;5000;2.5;0.5;4;5.0
coKNN;500;10;7.294567108154297;8.606835934238751e-05;5000;2.5;0.5;4;5.0
NcoK KM;500;10;57.8181746006012;9.518629834394894e-05;5000;2.5;0.5;4;5.0
NcoK KM+;500;10;56.3697202205658;8.580169229196863e-05;5000;2.5;0.5;4;5.0
coKNN;100;50;1.1745197772979736;8.58355357676654e-05;5000;2.5;0.5;4;5.0
NcoK KM;100;50;57.56504845619202;0.0001242152777275;5000;2.5;0.5;4;5.0
NcoK KM+;100;50;58.1473240852356;0.0001098763602029;5000;2.5;0.5;4;5.0
coKNN;10;500;0.1166045665740966;0.000136141308444;5000;2.5;0.5;4;5.0
NcoK KM;10;500;88.4863224029541;0.0002450658105723;5000;2.5;0.5;4;5.0
NcoK KM+;10;500;88.50186586380005;0.0002704101543371;5000;2.5;0.5;4;5.0
coKNN;5;1000;0.0686619281768798;0.0004640636595999;5000;2.5;0.5;4;5.0
NcoK KM;5;1000;194.27362871170044;0.0003604902652119;5000;2.5;0.5;4;5.0
NcoK KM+;5;1000;194.3106701374054;0.0003567041091445;5000;2.5;0.5;4;5.0
coK;5000;1;5.02919602394104;8.606850237916594e-05;5000;2.5;0.5;4;5.0
coKNN;1000;5;32.30090618133545;8.336242671872655e-05;5000;2.5;0.5;4;5.0
NcoK KM;1000;5;137.9354076385498;8.20507941502295e-05;5000;2.5;0.5;4;5.0
NcoK KM+;1000;5;127.60539245605467;8.360378164647929e-05;5000;2.5;0.5;4;5.0
coKNN;500;10;6.362178564071655;8.333469585903422e-05;5000;2.5;0.5;4;5.0
NcoK KM;500;10;56.39675855636597;8.077324972830122e-05;5000;2.5;0.5;4;5.0
NcoK KM+;500;10;58.37752318382263;8.421174652509929e-05;5000;2.5;0.5;4;5.0
coKNN;100;50;1.1730289459228516;8.303911480989438e-05;5000;2.5;0.5;4;5.0
NcoK KM;100;50;58.79863214492798;0.0001229755708574;5000;2.5;0.5;4;5.0
NcoK KM+;100;50;58.95665764808655;0.0001296053424076;5000;2.5;0.5;4;5.0
coKNN;10;500;0.1131980419158935;0.0001314521564181;5000;2.5;0.5;4;5.0
NcoK KM;10;500;89.89157176017761;0.0002776053847182;5000;2.5;0.5;4;5.0
NcoK KM+;10;500;89.32533001899719;0.000269087730461;5000;2.5;0.5;4;5.0
coKNN;5;1000;0.0782945156097412;0.0006002811560934;5000;2.5;0.5;4;5.0
NcoK KM;5;1000;192.9824900627136;0.000257347016006;5000;2.5;0.5;4;5.0
NcoK KM+;5;1000;193.6382422447205;0.0003242128977477;5000;2.5;0.5;4;5.0
coK;5000;1;4.772202014923096;8.338210250857244e-05;5000;2.5;0.5;4;5.0
coKNN;1000;5;26.6052188873291;0.000133918949772;5000;2.5;0.5;4;5.0
NcoK KM;1000;5;107.32368421554564;0.0001348186776062;5000;2.5;0.5;4;5.0
NcoK KM+;1000;5;106.83221197128296;0.0001310732985044;5000;2.5;0.5;4;5.0
coKNN;500;10;6.3280417919158936;0.0001339301507361;5000;2.5;0.5;4;5.0
NcoK KM;500;10;62.55778765678406;0.000132363038538;5000;2.5;0.5;4;5.0
NcoK KM+;500;10;66.63786959648132;0.0001345279683103;5000;2.5;0.5;4;5.0
coKNN;100;50;1.6472759246826172;0.0001328079949714;5000;2.5;0.5;4;5.0
NcoK KM;100;50;68.55825281143188;0.0001572420194881;5000;2.5;0.5;4;5.0
NcoK KM+;100;50;66.05238842964172;0.0001550918465001;5000;2.5;0.5;4;5.0
coKNN;10;500;0.1232821941375732;0.0001663685300347;5000;2.5;0.5;4;5.0
NcoK KM;10;500;89.76252150535583;0.0003419031153878;5000;2.5;0.5;4;5.0
NcoK KM+;10;500;89.55331993103027;0.0005575763070701;5000;2.5;0.5;4;5.0
coKNN;5;1000;0.078681468963623;0.0004867667099948;5000;2.5;0.5;4;5.0
NcoK KM;5;1000;193.11782145500183;0.0003700520852065;5000;2.5;0.5;4;5.0
NcoK KM+;5;1000;193.17640352249143;0.0004105606702262;5000;2.5;0.5;4;5.0
coK;5000;1;5.21207857131958;0.0001341097170517;5000;2.5;0.5;4;5.0
coKNN;1000;5;26.80929732322693;8.5956013921631e-05;5000;2.5;0.5;4;5.0
NcoK KM;1000;5;111.11737847328186;8.677540961404264e-05;5000;2.5;0.5;4;5.0
NcoK KM+;1000;5;109.63006472587584;9.147043923266108e-05;5000;2.5;0.5;4;5.0
coKNN;500;10;6.470412731170654;8.596911144442455e-05;5000;2.5;0.5;4;5.0
NcoK KM;500;10;67.22451090812683;0.0001006527388941;5000;2.5;0.5;4;5.0
NcoK KM+;500;10;71.40306782722473;0.0001022114562136;5000;2.5;0.5;4;5.0
coKNN;100;50;1.598414182662964;8.634954794331805e-05;5000;2.5;0.5;4;5.0
NcoK KM;100;50;63.99629044532776;0.0001363798424351;5000;2.5;0.5;4;5.0
NcoK KM+;100;50;64.62771105766296;0.0001028765927208;5000;2.5;0.5;4;5.0
coKNN;10;500;0.1229920387268066;0.0001468445506297;5000;2.5;0.5;4;5.0
NcoK KM;10;500;90.16044092178343;0.0002055409681175;5000;2.5;0.5;4;5.0
NcoK KM+;10;500;90.22213101387024;0.0003524702121309;5000;2.5;0.5;4;5.0
coKNN;5;1000;0.0790083408355712;0.0004949282309455;5000;2.5;0.5;4;5.0
NcoK KM;5;1000;193.68090724945068;0.0003479367716732;5000;2.5;0.5;4;5.0
NcoK KM+;5;1000;193.34422826766968;0.0003470805441232;5000;2.5;0.5;4;5.0
coK;5000;1;4.959086656570435;8.596618639577449e-05;5000;2.5;0.5;4;5.0
coKNN;1000;5;26.9460666179657;0.000114916200353;5000;2.5;0.5;4;5.0
NcoK KM;1000;5;109.49673438072205;0.000120308078552;5000;2.5;0.5;4;5.0
NcoK KM+;1000;5;111.46671175956726;0.0001136275238074;5000;2.5;0.5;4;5.0
coKNN;500;10;6.701932668685913;0.000114929092468;5000;2.5;0.5;4;5.0
NcoK KM;500;10;59.25167965888977;0.000118853996056;5000;2.5;0.5;4;5.0
NcoK KM+;500;10;59.558462142944336;0.0001210100244414;5000;2.5;0.5;4;5.0
coKNN;100;50;1.2118287086486816;0.0001152253977791;5000;2.5;0.5;4;5.0
NcoK KM;100;50;58.29914593696594;0.0001266036835133;5000;2.5;0.5;4;5.0
NcoK KM+;100;50;58.22648572921753;0.0001692708020715;5000;2.5;0.5;4;5.0
coKNN;10;500;0.1213355064392089;0.0001351723445045;5000;2.5;0.5;4;5.0
NcoK KM;10;500;88.64164876937866;0.0003191804715644;5000;2.5;0.5;4;5.0
NcoK KM+;10;500;88.26180648803711;0.000249641365917;5000;2.5;0.5;4;5.0
coKNN;5;1000;0.0752778053283691;0.0006539336798629;5000;2.5;0.5;4;5.0
NcoK KM;5;1000;194.30938053131104;0.0003639377729283;5000;2.5;0.5;4;5.0
NcoK KM+;5;1000;194.37893795967105;0.000375479682866;5000;2.5;0.5;4;5.0
coK;5000;1;4.894338846206665;0.0001149278756726;5000;2.5;0.5;4;5.0
coKNN;1000;5;35.90698957443237;0.0001062441838602;5000;2.5;0.5;4;5.0
NcoK KM;1000;5;141.51647114753723;0.0001046863306785;5000;2.5;0.5;4;5.0
NcoK KM+;1000;5;130.6304440498352;0.0001135276300434;5000;2.5;0.5;4;5.0
coKNN;500;10;6.602922439575195;0.0001062406158613;5000;2.5;0.5;4;5.0
NcoK KM;500;10;58.18801522254944;0.0001211274439494;5000;2.5;0.5;4;5.0
NcoK KM+;500;10;59.263216972351074;0.0001303015429068;5000;2.5;0.5;4;5.0
coKNN;100;50;1.1394431591033936;0.0001054180398657;5000;2.5;0.5;4;5.0
NcoK KM;100;50;60.76849961280823;0.0001344130007661;5000;2.5;0.5;4;5.0
NcoK KM+;100;50;59.61005735397339;0.0001235844356665;5000;2.5;0.5;4;5.0
coKNN;10;500;0.1215171813964843;0.0001101320275888;5000;2.5;0.5;4;5.0
NcoK KM;10;500;89.12625241279602;0.0003213155161396;5000;2.5;0.5;4;5.0
NcoK KM+;10;500;89.61922550201416;0.0002689748097147;5000;2.5;0.5;4;5.0
coKNN;5;1000;0.0680532455444336;0.0003780551664505;5000;2.5;0.5;4;5.0
NcoK KM;5;1000;195.6748793125153;0.000306031886201;5000;2.5;0.5;4;5.0
NcoK KM+;5;1000;194.25566935539248;0.0002826935834652;5000;2.5;0.5;4;5.0
coK;5000;1;5.050726175308228;0.0001062428105881;5000;2.5;0.5;4;5.0
coKNN;1000;5;32.864341020584106;7.749446081345508e-05;5000;2.5;0.5;4;5.0
NcoK KM;1000;5;141.5844111442566;7.780637133890832e-05;5000;2.5;0.5;4;5.0
NcoK KM+;1000;5;118.373286485672;7.355238811747113e-05;5000;2.5;0.5;4;5.0
coKNN;500;10;7.425952434539795;7.750674709522165e-05;5000;2.5;0.5;4;5.0
NcoK KM;500;10;60.15217590332031;8.706003078761232e-05;5000;2.5;0.5;4;5.0
NcoK KM+;500;10;61.444159269332886;7.920247816219746e-05;5000;2.5;0.5;4;5.0
coKNN;100;50;1.200187921524048;7.712838523653406e-05;5000;2.5;0.5;4;5.0
NcoK KM;100;50;63.766788482666016;0.0001195464520587;5000;2.5;0.5;4;5.0
NcoK KM+;100;50;60.42884016036987;0.0001213003220619;5000;2.5;0.5;4;5.0
coKNN;10;500;0.1156675815582275;0.0001294519480452;5000;2.5;0.5;4;5.0
NcoK KM;10;500;89.2250759601593;0.0002581760106433;5000;2.5;0.5;4;5.0
NcoK KM+;10;500;90.01382327079773;0.0002857895914381;5000;2.5;0.5;4;5.0
coKNN;5;1000;0.0788500308990478;0.0005059674624488;5000;2.5;0.5;4;5.0
NcoK KM;5;1000;192.97130489349365;0.0003411868615842;5000;2.5;0.5;4;5.0
NcoK KM+;5;1000;193.6050655841828;0.0003215429648889;5000;2.5;0.5;4;5.0
coK;5000;1;4.913202524185181;7.749768304488084e-05;5000;2.5;0.5;4;5.0
coKNN;1000;5;28.505802869796756;0.0001589060246743;5000;2.5;2.5;4;5.0
NcoK KM;1000;5;101.6383728981018;0.0001605872357761;5000;2.5;2.5;4;5.0
NcoK KM+;1000;5;115.24985480308531;0.0001626299010859;5000;2.5;2.5;4;5.0
coKNN;500;10;8.47702693939209;0.0001591834432894;5000;2.5;2.5;4;5.0
NcoK KM;500;10;63.27458071708679;0.0001390041534893;5000;2.5;2.5;4;5.0
NcoK KM+;500;10;67.1700508594513;9.095642562044404e-05;5000;2.5;2.5;4;5.0
coKNN;100;50;1.6907382011413574;0.0001669785167959;5000;2.5;2.5;4;5.0
NcoK KM;100;50;64.18465089797974;9.914691750352644e-05;5000;2.5;2.5;4;5.0
NcoK KM+;100;50;68.08486866950989;0.0001366895996795;5000;2.5;2.5;4;5.0
coKNN;10;500;0.1099343299865722;0.0001413929900405;5000;2.5;2.5;4;5.0
NcoK KM;10;500;93.07356262207033;0.0003214151509823;5000;2.5;2.5;4;5.0
NcoK KM+;10;500;93.09046864509584;0.0003150107604188;5000;2.5;2.5;4;5.0
coKNN;5;1000;0.0787909030914306;0.0004989859758235;5000;2.5;2.5;4;5.0
NcoK KM;5;1000;200.7748651504517;0.0002929422906915;5000;2.5;2.5;4;5.0
NcoK KM+;5;1000;203.0996561050415;0.0003399936417387;5000;2.5;2.5;4;5.0
coK;5000;1;5.2059547901153564;0.0001591231039199;5000;2.5;2.5;4;5.0
coKNN;1000;5;27.688369274139404;8.136507532105255e-05;5000;2.5;2.5;4;5.0
NcoK KM;1000;5;101.21356797218324;8.073647962958394e-05;5000;2.5;2.5;4;5.0
NcoK KM+;1000;5;124.5739288330078;9.391164761540107e-05;5000;2.5;2.5;4;5.0
coKNN;500;10;8.50373125076294;8.136190927084352e-05;5000;2.5;2.5;4;5.0
NcoK KM;500;10;63.42885160446167;8.538559968811004e-05;5000;2.5;2.5;4;5.0
NcoK KM+;500;10;65.99511647224426;8.941064367272921e-05;5000;2.5;2.5;4;5.0
coKNN;100;50;1.744307041168213;8.224034011613499e-05;5000;2.5;2.5;4;5.0
NcoK KM;100;50;65.10844159126282;9.991259306430344e-05;5000;2.5;2.5;4;5.0
NcoK KM+;100;50;65.38422894477844;8.660422578000903e-05;5000;2.5;2.5;4;5.0
coKNN;10;500;0.1259498596191406;0.0001239076541591;5000;2.5;2.5;4;5.0
NcoK KM;10;500;92.85572862625122;0.000254566955797;5000;2.5;2.5;4;5.0
NcoK KM+;10;500;92.77163314819336;0.0002516372883377;5000;2.5;2.5;4;5.0
coKNN;5;1000;0.0786116123199462;0.0004917528894416;5000;2.5;2.5;4;5.0
NcoK KM;5;1000;201.62533497810364;0.000205619455262;5000;2.5;2.5;4;5.0
NcoK KM+;5;1000;202.86892008781436;0.0002898195618219;5000;2.5;2.5;4;5.0
coK;5000;1;4.857225179672241;8.136217097436288e-05;5000;2.5;2.5;4;5.0
coKNN;1000;5;29.59059453010559;0.0001204093902721;5000;2.5;2.5;4;5.0
NcoK KM;1000;5;102.07265996932983;0.0001332408210492;5000;2.5;2.5;4;5.0
NcoK KM+;1000;5;102.60090136528017;0.000124042756212;5000;2.5;2.5;4;5.0
coKNN;500;10;7.254154205322266;0.0001203709772281;5000;2.5;2.5;4;5.0
NcoK KM;500;10;53.33083939552307;0.0001281536364667;5000;2.5;2.5;4;5.0
NcoK KM+;500;10;53.47399711608887;0.0001656751337768;5000;2.5;2.5;4;5.0
coKNN;100;50;1.2199280261993408;0.0001206227980585;5000;2.5;2.5;4;5.0
NcoK KM;100;50;54.75003719329834;0.0003374285488346;5000;2.5;2.5;4;5.0
NcoK KM+;100;50;55.41080117225647;0.0001601123969738;5000;2.5;2.5;4;5.0
coKNN;10;500;0.1189289093017578;0.000141490792043;5000;2.5;2.5;4;5.0
NcoK KM;10;500;91.0979506969452;0.0003976045865467;5000;2.5;2.5;4;5.0
NcoK KM+;10;500;91.23230028152466;0.0003799445923764;5000;2.5;2.5;4;5.0
coKNN;5;1000;0.0722784996032714;0.0005364971769215;5000;2.5;2.5;4;5.0
NcoK KM;5;1000;202.526878118515;0.0003045233111018;5000;2.5;2.5;4;5.0
NcoK KM+;5;1000;209.1758494377136;0.0002813372779296;5000;2.5;2.5;4;5.0
coK;5000;1;4.890991926193237;0.0001204272955565;5000;2.5;2.5;4;5.0
coKNN;1000;5;33.93556499481201;9.113059989244036e-05;5000;2.5;2.5;4;5.0
NcoK KM;1000;5;132.79609441757202;9.901581291386808e-05;5000;2.5;2.5;4;5.0
NcoK KM+;1000;5;103.4855809211731;0.000104401447045;5000;2.5;2.5;4;5.0
coKNN;500;10;7.457799673080444;9.113448693065308e-05;5000;2.5;2.5;4;5.0
NcoK KM;500;10;54.15118789672852;9.067445291700772e-05;5000;2.5;2.5;4;5.0
NcoK KM+;500;10;55.56877374649048;9.11186789140856e-05;5000;2.5;2.5;4;5.0
coKNN;100;50;1.2072536945343018;9.088653310717232e-05;5000;2.5;2.5;4;5.0
NcoK KM;100;50;56.15502667427063;0.0001139778504266;5000;2.5;2.5;4;5.0
NcoK KM+;100;50;56.727797746658325;9.461801805663891e-05;5000;2.5;2.5;4;5.0
coKNN;10;500;0.1355395317077636;0.0002288013036891;5000;2.5;2.5;4;5.0
NcoK KM;10;500;90.948575258255;0.0002270281048075;5000;2.5;2.5;4;5.0
NcoK KM+;10;500;91.32959961891174;0.0003932022814405;5000;2.5;2.5;4;5.0
coKNN;5;1000;0.0690693855285644;0.0004529921099878;5000;2.5;2.5;4;5.0
NcoK KM;5;1000;203.94923162460327;0.0004022815240099;5000;2.5;2.5;4;5.0
NcoK KM+;5;1000;204.0415427684784;0.0003909426727081;5000;2.5;2.5;4;5.0
coK;5000;1;4.942881345748901;9.113227533719016e-05;5000;2.5;2.5;4;5.0
coKNN;1000;5;34.070708990097046;8.90635771223404e-05;5000;2.5;2.5;4;5.0
NcoK KM;1000;5;128.68713092803955;0.0001044782287965;5000;2.5;2.5;4;5.0
NcoK KM+;1000;5;104.1975920200348;9.014289643905484e-05;5000;2.5;2.5;4;5.0
coKNN;500;10;7.613958835601807;8.906963930716528e-05;5000;2.5;2.5;4;5.0
NcoK KM;500;10;54.90041089057922;0.0001177166519877;5000;2.5;2.5;4;5.0
NcoK KM+;500;10;53.86227321624756;9.326969749500644e-05;5000;2.5;2.5;4;5.0
coKNN;100;50;1.2142364978790283;8.931537375347807e-05;5000;2.5;2.5;4;5.0
NcoK KM;100;50;57.48349046707153;0.0001518836307741;5000;2.5;2.5;4;5.0
NcoK KM+;100;50;57.40436029434204;9.44094847886748e-05;5000;2.5;2.5;4;5.0
coKNN;10;500;0.1176564693450927;0.0001143675402565;5000;2.5;2.5;4;5.0
NcoK KM;10;500;92.50375866889954;0.0002137777250786;5000;2.5;2.5;4;5.0
NcoK KM+;10;500;90.97021961212158;0.0002915793898896;5000;2.5;2.5;4;5.0
coKNN;5;1000;0.0672090053558349;0.000362422099451;5000;2.5;2.5;4;5.0
NcoK KM;5;1000;202.19125962257385;0.0002815925258711;5000;2.5;2.5;4;5.0
NcoK KM+;5;1000;201.97251081466675;0.000273164681674;5000;2.5;2.5;4;5.0
coK;5000;1;4.858037233352661;8.90606377697747e-05;5000;2.5;2.5;4;5.0
coKNN;1000;5;28.083051443099976;8.504520383223397e-05;5000;2.5;2.5;4;5.0
NcoK KM;1000;5;107.4076087474823;8.63531164481327e-05;5000;2.5;2.5;4;5.0
NcoK KM+;1000;5;136.49959015846252;9.16119274316344e-05;5000;2.5;2.5;4;5.0
coKNN;500;10;8.759249448776245;8.501354147297217e-05;5000;2.5;2.5;4;5.0
NcoK KM;500;10;65.97266960144043;9.378209544071244e-05;5000;2.5;2.5;4;5.0
NcoK KM+;500;10;69.4244818687439;9.92258957367243e-05;5000;2.5;2.5;4;5.0
coKNN;100;50;1.6927573680877686;8.451778394819143e-05;5000;2.5;2.5;4;5.0
NcoK KM;100;50;68.73298215866089;0.0001419181515383;5000;2.5;2.5;4;5.0
NcoK KM+;100;50;69.53576111793518;0.0001066473693162;5000;2.5;2.5;4;5.0
coKNN;10;500;0.1258599758148193;0.0001641874501451;5000;2.5;2.5;4;5.0
NcoK KM;10;500;92.5504093170166;0.0002688055283455;5000;2.5;2.5;4;5.0
NcoK KM+;10;500;91.75732588768004;0.0003843226302253;5000;2.5;2.5;4;5.0
coKNN;5;1000;0.0774943828582763;0.0005563833835424;5000;2.5;2.5;4;5.0
NcoK KM;5;1000;201.63379669189453;0.0002886023639891;5000;2.5;2.5;4;5.0
NcoK KM+;5;1000;202.0999870300293;0.00030648500159;5000;2.5;2.5;4;5.0
coK;5000;1;4.858006477355957;8.50409730646608e-05;5000;2.5;2.5;4;5.0
coKNN;1000;5;28.420929431915283;0.0001077765013745;5000;2.5;2.5;4;5.0
NcoK KM;1000;5;129.3588547706604;0.0001086346282198;5000;2.5;2.5;4;5.0
NcoK KM+;1000;5;139.8223171234131;0.0001089122708682;5000;2.5;2.5;4;5.0
coKNN;500;10;8.845690727233887;0.0001077920918204;5000;2.5;2.5;4;5.0
NcoK KM;500;10;68.73537993431091;0.0001222641294318;5000;2.5;2.5;4;5.0
NcoK KM+;500;10;68.88561701774597;0.0001103444860336;5000;2.5;2.5;4;5.0
coKNN;100;50;1.7076048851013184;0.0001085112732747;5000;2.5;2.5;4;5.0
NcoK KM;100;50;72.08763599395752;0.0001547532893925;5000;2.5;2.5;4;5.0
NcoK KM+;100;50;72.48578906059265;0.0001447113908558;5000;2.5;2.5;4;5.0
coKNN;10;500;0.1105775833129882;0.0001652039313825;5000;2.5;2.5;4;5.0
NcoK KM;10;500;91.296897649765;0.0003804759289778;5000;2.5;2.5;4;5.0
NcoK KM+;10;500;91.59474086761476;0.0002939492525614;5000;2.5;2.5;4;5.0
coKNN;5;1000;0.0698051452636718;0.0007030963979333;5000;2.5;2.5;4;5.0
NcoK KM;5;1000;202.19644331932068;0.0003504132493299;5000;2.5;2.5;4;5.0
NcoK KM+;5;1000;202.55834007263184;0.0003385474861484;5000;2.5;2.5;4;5.0
coK;5000;1;4.798912048339844;0.0001077721821364;5000;2.5;2.5;4;5.0
coKNN;1000;5;28.771341800689697;8.678210604382304e-05;5000;2.5;2.5;4;5.0
NcoK KM;1000;5;149.7530860900879;0.0001166185951002;5000;2.5;2.5;4;5.0
NcoK KM+;1000;5;105.63103342056274;8.980729198249613e-05;5000;2.5;2.5;4;5.0
coKNN;500;10;7.491694450378418;8.678287071800948e-05;5000;2.5;2.5;4;5.0
NcoK KM;500;10;56.87895011901856;0.0001076654394033;5000;2.5;2.5;4;5.0
NcoK KM+;500;10;57.23971223831177;0.0001026568624906;5000;2.5;2.5;4;5.0
coKNN;100;50;1.263918399810791;8.70213661252008e-05;5000;2.5;2.5;4;5.0
NcoK KM;100;50;59.229066133499146;0.000118997193533;5000;2.5;2.5;4;5.0
NcoK KM+;100;50;59.29561567306519;0.0001267511129304;5000;2.5;2.5;4;5.0
coKNN;10;500;0.1294527053833007;0.0001593755795334;5000;2.5;2.5;4;5.0
NcoK KM;10;500;92.6984212398529;0.0002305573708878;5000;2.5;2.5;4;5.0
NcoK KM+;10;500;93.10914015769958;0.0002537084444792;5000;2.5;2.5;4;5.0
coKNN;5;1000;0.0783498287200927;0.0005227197943234;5000;2.5;2.5;4;5.0
NcoK KM;5;1000;203.6804962158203;0.0002770026228239;5000;2.5;2.5;4;5.0
NcoK KM+;5;1000;204.10578083992004;0.0002398633322727;5000;2.5;2.5;4;5.0
coK;5000;1;4.816554069519043;8.678124126927268e-05;5000;2.5;2.5;4;5.0
coKNN;1000;5;28.98597502708435;0.0001097411548858;5000;2.5;2.5;4;5.0
NcoK KM;1000;5;111.64743494987488;0.0001169291279631;5000;2.5;2.5;4;5.0
NcoK KM+;1000;5;106.24870777130128;0.0001159674092714;5000;2.5;2.5;4;5.0
coKNN;500;10;7.476532936096191;0.0001097186577733;5000;2.5;2.5;4;5.0
NcoK KM;500;10;57.11603856086731;0.0001155029827142;5000;2.5;2.5;4;5.0
NcoK KM+;500;10;55.28491258621216;0.000108536561033;5000;2.5;2.5;4;5.0
coKNN;100;50;1.266852617263794;0.0001101793303138;5000;2.5;2.5;4;5.0
NcoK KM;100;50;60.07203459739685;0.0001291983037822;5000;2.5;2.5;4;5.0
NcoK KM+;100;50;58.242767333984375;0.0001024184931972;5000;2.5;2.5;4;5.0
coKNN;10;500;0.1098458766937255;0.0002209026943239;5000;2.5;2.5;4;5.0
NcoK KM;10;500;92.63592147827148;0.0002441251728357;5000;2.5;2.5;4;5.0
NcoK KM+;10;500;92.37146234512328;0.0002618496447279;5000;2.5;2.5;4;5.0
coKNN;5;1000;0.0786404609680175;0.0008621751236235;5000;2.5;2.5;4;5.0
NcoK KM;5;1000;203.61093878746036;0.0003149759086019;5000;2.5;2.5;4;5.0
NcoK KM+;5;1000;204.40509700775144;0.0002116088084859;5000;2.5;2.5;4;5.0
coK;5000;1;5.208805084228516;0.0001097235829735;5000;2.5;2.5;4;5.0
coKNN;1000;5;28.933401346206665;8.871045693621897e-05;5000;2.5;2.5;4;5.0
NcoK KM;1000;5;109.478191614151;0.0001065507956886;5000;2.5;2.5;4;5.0
NcoK KM+;1000;5;105.0577347278595;0.000108357840633;5000;2.5;2.5;4;5.0
coKNN;500;10;7.51538348197937;8.874785541592436e-05;5000;2.5;2.5;4;5.0
NcoK KM;500;10;55.498347759246826;8.952696135233935e-05;5000;2.5;2.5;4;5.0
NcoK KM+;500;10;57.577908515930176;0.0001155737210593;5000;2.5;2.5;4;5.0
coKNN;100;50;1.3040459156036377;8.962038543416492e-05;5000;2.5;2.5;4;5.0
NcoK KM;100;50;56.611369371414185;0.0001044480153654;5000;2.5;2.5;4;5.0
NcoK KM+;100;50;58.67627906799317;0.0001476593568781;5000;2.5;2.5;4;5.0
coKNN;10;500;0.1306674480438232;0.0001365569539301;5000;2.5;2.5;4;5.0
NcoK KM;10;500;92.06727075576782;0.0003090192219508;5000;2.5;2.5;4;5.0
NcoK KM+;10;500;91.82047390937804;0.0003483304446882;5000;2.5;2.5;4;5.0
coKNN;5;1000;0.0802624225616455;0.0004843730413564;5000;2.5;2.5;4;5.0
NcoK KM;5;1000;202.0625581741333;0.0002756434966096;5000;2.5;2.5;4;5.0
NcoK KM+;5;1000;203.45019388198853;0.0003250801536625;5000;2.5;2.5;4;5.0
coK;5000;1;4.981356620788574;8.871994224267667e-05;5000;2.5;2.5;4;5.0
coKNN;1000;5;37.505698680877686;8.00995273445636e-05;5000;2.5;2.5;4;5.0
NcoK KM;1000;5;156.43894982337952;9.199015881486843e-05;5000;2.5;2.5;4;5.0
NcoK KM+;1000;5;149.01902055740356;8.57570450711663e-05;5000;2.5;2.5;4;5.0
coKNN;500;10;9.75098967552185;8.010666430397201e-05;5000;2.5;2.5;4;5.0
NcoK KM;500;10;72.01677203178406;8.795216010271569e-05;5000;2.5;2.5;4;5.0
NcoK KM+;500;10;71.08367848396301;0.0001024825378216;5000;2.5;2.5;4;5.0
coKNN;100;50;1.6762447357177734;8.055297239849581e-05;5000;2.5;2.5;4;5.0
NcoK KM;100;50;59.36670017242432;0.0001141752029554;5000;2.5;2.5;4;5.0
NcoK KM+;100;50;60.02392816543579;0.0001498348729916;5000;2.5;2.5;4;5.0
coKNN;10;500;0.0962944030761718;0.0001670359323536;5000;2.5;2.5;4;5.0
