METHOD;N;K;TIME;RMSE;n;nu_1;nu_2;theta_1;theta_2
coKNN;100;50;0.9154460430145264;9.18048030870046e-05;5000;2.5;0.5;4;5.0
NcoK KM;100;50;57.07872462272644;0.0001273728137509;5000;2.5;0.5;4;5.0
NcoK KM+;100;50;57.37718629837036;0.000119348958254;5000;2.5;0.5;4;5.0
coKNN;10;500;0.120166540145874;0.0001417359680882;5000;2.5;0.5;4;5.0
NcoK KM;10;500;87.93517231941223;0.0002821948695326;5000;2.5;0.5;4;5.0
NcoK KM+;10;500;90.1718409061432;0.0002557472886239;5000;2.5;0.5;4;5.0
coKNN;5;1000;0.0789194107055664;0.0005957660396553;5000;2.5;0.5;4;5.0
NcoK KM;5;1000;192.50587463378903;0.0002836923405219;5000;2.5;0.5;4;5.0
NcoK KM+;5;1000;191.2109084129333;0.0003253650926211;5000;2.5;0.5;4;5.0
coK;5000;1;4.93267035484314;9.188832574725626e-05;5000;2.5;0.5;4;5.0
coKNN;1000;5;26.04877734184265;8.194348061961302e-05;5000;2.5;0.5;4;5.0
NcoK KM;1000;5;103.08272457122804;9.432397065269174e-05;5000;2.5;0.5;4;5.0
NcoK KM+;1000;5;102.33842754364014;9.419679754707468e-05;5000;2.5;0.5;4;5.0
coKNN;500;10;5.991955757141113;8.194995341265419e-05;5000;2.5;0.5;4;5.0
NcoK KM;500;10;52.53647923469544;8.948199859811332e-05;5000;2.5;0.5;4;5.0
NcoK KM+;500;10;52.65473318099976;8.98387165423604e-05;5000;2.5;0.5;4;5.0
coKNN;100;50;0.9979679584503174;8.201927011066576e-05;5000;2.5;0.5;4;5.0
NcoK KM;100;50;57.04390835762024;0.0001437212344289;5000;2.5;0.5;4;5.0
NcoK KM+;100;50;56.9079475402832;0.0001557492455124;5000;2.5;0.5;4;5.0
coKNN;10;500;0.1061592102050781;0.0001424489537972;5000;2.5;0.5;4;5.0
NcoK KM;10;500;88.17804908752441;0.0002368792790845;5000;2.5;0.5;4;5.0
NcoK KM+;10;500;89.04954195022583;0.0003660992136973;5000;2.5;0.5;4;5.0
coKNN;5;1000;0.0693123340606689;0.0007188819203456;5000;2.5;0.5;4;5.0
NcoK KM;5;1000;191.3230760097504;0.000361532244005;5000;2.5;0.5;4;5.0
NcoK KM+;5;1000;190.6770989894867;0.000350226928811;5000;2.5;0.5;4;5.0
coK;5000;1;4.714075326919556;8.19433266791889e-05;5000;2.5;0.5;4;5.0
coKNN;1000;5;23.68714928627014;0.0001065778932097;5000;2.5;0.5;4;5.0
NcoK KM;1000;5;97.88145303726196;0.0001105714158463;5000;2.5;0.5;4;5.0
NcoK KM+;1000;5;103.9146568775177;0.0001064469625724;5000;2.5;0.5;4;5.0
coKNN;500;10;6.035360813140869;0.000106592526047;5000;2.5;0.5;4;5.0
NcoK KM;500;10;52.03684973716736;0.0001462047879877;5000;2.5;0.5;4;5.0
NcoK KM+;500;10;54.08380055427551;0.0001194732718639;5000;2.5;0.5;4;5.0
coKNN;100;50;0.930621862411499;0.000106191728938;5000;2.5;0.5;4;5.0
NcoK KM;100;50;58.16939163208008;0.00013837776911;5000;2.5;0.5;4;5.0
NcoK KM+;100;50;57.08438491821289;0.0001372095087846;5000;2.5;0.5;4;5.0
coKNN;10;500;0.0965175628662109;0.0001860437337232;5000;2.5;0.5;4;5.0
NcoK KM;10;500;88.25259923934937;0.0002707835593831;5000;2.5;0.5;4;5.0
NcoK KM+;10;500;88.04141020774841;0.0003272882705283;5000;2.5;0.5;4;5.0
coKNN;5;1000;0.0792522430419921;0.0006298317848029;5000;2.5;0.5;4;5.0
NcoK KM;5;1000;190.94739079475403;0.0004337525494393;5000;2.5;0.5;4;5.0
NcoK KM+;5;1000;192.97745895385745;0.0003729981435392;5000;2.5;0.5;4;5.0
coK;5000;1;4.732002019882202;0.0001065560402126;5000;2.5;0.5;4;5.0
coKNN;1000;5;26.47285199165344;8.144424187424458e-05;5000;2.5;0.5;4;5.0
NcoK KM;1000;5;101.13302063941956;8.409027467155295e-05;5000;2.5;0.5;4;5.0
NcoK KM+;1000;5;102.69872999191284;8.820798733872859e-05;5000;2.5;0.5;4;5.0
coKNN;500;10;6.083598613739014;8.144547699594036e-05;5000;2.5;0.5;4;5.0
NcoK KM;500;10;54.32207131385803;0.0001026006325738;5000;2.5;0.5;4;5.0
NcoK KM+;500;10;56.80353665351868;8.330459297672652e-05;5000;2.5;0.5;4;5.0
coKNN;100;50;0.9173054695129396;8.187066294972086e-05;5000;2.5;0.5;4;5.0
NcoK KM;100;50;58.317174196243286;0.0001250903854926;5000;2.5;0.5;4;5.0
NcoK KM+;100;50;58.730775356292725;0.000106652811164;5000;2.5;0.5;4;5.0
coKNN;10;500;0.1169550418853759;0.0001274903531362;5000;2.5;0.5;4;5.0
NcoK KM;10;500;88.25043940544128;0.0002370208359413;5000;2.5;0.5;4;5.0
NcoK KM+;10;500;88.5023684501648;0.0003653725826918;5000;2.5;0.5;4;5.0
coKNN;5;1000;0.0681653022766113;0.0004853490856431;5000;2.5;0.5;4;5.0
NcoK KM;5;1000;190.6535873413086;0.0002730484222401;5000;2.5;0.5;4;5.0
NcoK KM+;5;1000;192.07089805603027;0.0002987972245128;5000;2.5;0.5;4;5.0
coK;5000;1;4.832385301589966;8.145138837710771e-05;5000;2.5;0.5;4;5.0
coKNN;1000;5;26.613985300064087;0.00010134705808;5000;2.5;0.5;4;5.0
NcoK KM;1000;5;111.19331479072572;9.88737114350564e-05;5000;2.5;0.5;4;5.0
NcoK KM+;1000;5;95.70858311653136;0.0001030933556323;5000;2.5;0.5;4;5.0
coKNN;500;10;5.843168258666992;0.0001013605303301;5000;2.5;0.5;4;5.0
NcoK KM;500;10;47.798372983932495;0.0001023328212211;5000;2.5;0.5;4;5.0
NcoK KM+;500;10;48.58206868171692;0.0001127439795504;5000;2.5;0.5;4;5.0
coKNN;100;50;0.8164069652557373;0.0001015066340738;5000;2.5;0.5;4;5.0
NcoK KM;100;50;49.74790120124817;0.0001433095547855;5000;2.5;0.5;4;5.0
NcoK KM+;100;50;51.51231861114502;0.0001884999423967;5000;2.5;0.5;4;5.0
coKNN;10;500;0.1021649837493896;0.000143528528764;5000;2.5;0.5;4;5.0
NcoK KM;10;500;87.58321356773376;0.0003187416883655;5000;2.5;0.5;4;5.0
NcoK KM+;10;500;87.68438029289246;0.0003625792520884;5000;2.5;0.5;4;5.0
coKNN;5;1000;0.0840027332305908;0.000657125127712;5000;2.5;0.5;4;5.0
NcoK KM;5;1000;190.8317863941193;0.000390045797476;5000;2.5;0.5;4;5.0
NcoK KM+;5;1000;191.2327744960785;0.0003809022196307;5000;2.5;0.5;4;5.0
coK;5000;1;4.821723461151123;0.000101335213472;5000;2.5;0.5;4;5.0
coKNN;1000;5;26.849180936813354;7.731177278951264e-05;5000;2.5;0.5;4;5.0
NcoK KM;1000;5;106.72159838676453;8.184843223243164e-05;5000;2.5;0.5;4;5.0
NcoK KM+;1000;5;106.00566601753236;8.2067650348921e-05;5000;2.5;0.5;4;5.0
coKNN;500;10;6.200185060501099;7.732062686218924e-05;5000;2.5;0.5;4;5.0
NcoK KM;500;10;55.79638814926148;8.878685757265983e-05;5000;2.5;0.5;4;5.0
NcoK KM+;500;10;56.08198428153992;7.924685510027735e-05;5000;2.5;0.5;4;5.0
coKNN;100;50;0.9325389862060548;7.731287430822708e-05;5000;2.5;0.5;4;5.0
NcoK KM;100;50;57.98055386543274;8.922985191838045e-05;5000;2.5;0.5;4;5.0
NcoK KM+;100;50;58.64453339576721;0.0001352091905169;5000;2.5;0.5;4;5.0
coKNN;10;500;0.1169571876525878;0.0001164907049633;5000;2.5;0.5;4;5.0
NcoK KM;10;500;88.47299003601074;0.0002241767496116;5000;2.5;0.5;4;5.0
NcoK KM+;10;500;88.36281824111938;0.0002440760709735;5000;2.5;0.5;4;5.0
coKNN;5;1000;0.0787770748138427;0.0003561992181737;5000;2.5;0.5;4;5.0
NcoK KM;5;1000;190.7870087623596;0.0003088993393258;5000;2.5;0.5;4;5.0
NcoK KM+;5;1000;193.72132015228271;0.0003913837968892;5000;2.5;0.5;4;5.0
coK;5000;1;4.832604885101318;7.730920574429085e-05;5000;2.5;0.5;4;5.0
coKNN;1000;5;26.783918380737305;7.61193057636234e-05;5000;2.5;0.5;4;5.0
NcoK KM;1000;5;105.90139532089232;7.541178412079852e-05;5000;2.5;0.5;4;5.0
NcoK KM+;1000;5;106.41938996315002;7.893097852954692e-05;5000;2.5;0.5;4;5.0
coKNN;500;10;6.28115177154541;7.611676482796982e-05;5000;2.5;0.5;4;5.0
NcoK KM;500;10;57.39857196807861;8.707875706329359e-05;5000;2.5;0.5;4;5.0
NcoK KM+;500;10;55.38700437545776;7.860209045330644e-05;5000;2.5;0.5;4;5.0
coKNN;100;50;0.9311122894287108;7.596268025232332e-05;5000;2.5;0.5;4;5.0
NcoK KM;100;50;58.44517922401428;0.00012913324329;5000;2.5;0.5;4;5.0
NcoK KM+;100;50;58.239797592163086;0.0001122034640121;5000;2.5;0.5;4;5.0
coKNN;10;500;0.1114070415496826;0.0001155424866284;5000;2.5;0.5;4;5.0
NcoK KM;10;500;88.16318035125732;0.0001986722235443;5000;2.5;0.5;4;5.0
NcoK KM+;10;500;88.33765506744385;0.0002319918558186;5000;2.5;0.5;4;5.0
coKNN;5;1000;0.0788996219635009;0.0003800291415368;5000;2.5;0.5;4;5.0
NcoK KM;5;1000;191.49901342391968;0.0002605472605063;5000;2.5;0.5;4;5.0
NcoK KM+;5;1000;191.56884932518005;0.0002945000587775;5000;2.5;0.5;4;5.0
coK;5000;1;4.685107707977295;7.611938972495552e-05;5000;2.5;0.5;4;5.0
coKNN;1000;5;24.03301048278809;9.568688207466332e-05;5000;2.5;0.5;4;5.0
NcoK KM;1000;5;90.68899154663086;0.0001033627672644;5000;2.5;0.5;4;5.0
NcoK KM+;1000;5;90.31453204154968;0.0001013660522389;5000;2.5;0.5;4;5.0
coKNN;500;10;5.68660831451416;9.56352441102156e-05;5000;2.5;0.5;4;5.0
NcoK KM;500;10;47.65320634841919;9.94953100503442e-05;5000;2.5;0.5;4;5.0
NcoK KM+;500;10;49.03855228424072;9.64577863233912e-05;5000;2.5;0.5;4;5.0
coKNN;100;50;0.8220639228820801;9.578125384616112e-05;5000;2.5;0.5;4;5.0
NcoK KM;100;50;52.266088008880615;0.0001251353455438;5000;2.5;0.5;4;5.0
NcoK KM+;100;50;58.096839427948;0.000115218692008;5000;2.5;0.5;4;5.0
coKNN;10;500;0.1033728122711181;0.0001193775211941;5000;2.5;0.5;4;5.0
NcoK KM;10;500;88.36938500404358;0.0003434571403117;5000;2.5;0.5;4;5.0
NcoK KM+;10;500;87.82851028442383;0.000291966527143;5000;2.5;0.5;4;5.0
coKNN;5;1000;0.0793938636779785;0.0005069650769267;5000;2.5;0.5;4;5.0
NcoK KM;5;1000;192.66869354248047;0.0003827079836632;5000;2.5;0.5;4;5.0
NcoK KM+;5;1000;191.85820841789248;0.0003130377702745;5000;2.5;0.5;4;5.0
coK;5000;1;4.908677101135254;9.573597068233896e-05;5000;2.5;0.5;4;5.0
coKNN;1000;5;27.4013032913208;6.72881647208996e-05;5000;2.5;0.5;4;5.0
NcoK KM;1000;5;107.86137628555298;7.013727324038202e-05;5000;2.5;0.5;4;5.0
NcoK KM+;1000;5;108.52111554145812;6.855163923252972e-05;5000;2.5;0.5;4;5.0
coKNN;500;10;6.187153339385986;6.728914008621887e-05;5000;2.5;0.5;4;5.0
NcoK KM;500;10;55.61945700645447;7.402788889666386e-05;5000;2.5;0.5;4;5.0
NcoK KM+;500;10;58.96207594871521;7.80709422680582e-05;5000;2.5;0.5;4;5.0
coKNN;100;50;0.9348087310791016;6.758209236541132e-05;5000;2.5;0.5;4;5.0
NcoK KM;100;50;58.23561382293701;0.0001084617864042;5000;2.5;0.5;4;5.0
NcoK KM+;100;50;57.375582218170166;0.0001124039601275;5000;2.5;0.5;4;5.0
coKNN;10;500;0.1079561710357666;0.0001012454110639;5000;2.5;0.5;4;5.0
NcoK KM;10;500;88.82194828987122;0.0002151866735675;5000;2.5;0.5;4;5.0
NcoK KM+;10;500;89.96335697174072;0.0002671050483769;5000;2.5;0.5;4;5.0
coKNN;5;1000;0.0812559127807617;0.0003707639513147;5000;2.5;0.5;4;5.0
NcoK KM;5;1000;191.3728766441345;0.0002839347919496;5000;2.5;0.5;4;5.0
NcoK KM+;5;1000;190.89775776863092;0.0002840558389209;5000;2.5;0.5;4;5.0
coK;5000;1;4.838986396789551;6.728776052896451e-05;5000;2.5;0.5;4;5.0
coKNN;1000;5;27.505757331848145;8.491131243177517e-05;5000;2.5;0.5;4;5.0
NcoK KM;1000;5;108.74427485466003;9.455811656432288e-05;5000;2.5;0.5;4;5.0
NcoK KM+;1000;5;108.00873136520386;9.364083444213237e-05;5000;2.5;0.5;4;5.0
coKNN;500;10;6.432560205459595;8.488089275370997e-05;5000;2.5;0.5;4;5.0
NcoK KM;500;10;57.885186195373535;9.360387740496242e-05;5000;2.5;0.5;4;5.0
NcoK KM+;500;10;57.253989458084106;0.0001029804744506;5000;2.5;0.5;4;5.0
coKNN;100;50;0.9331867694854736;8.391163834189572e-05;5000;2.5;0.5;4;5.0
NcoK KM;100;50;58.86119604110718;0.0001419190961407;5000;2.5;0.5;4;5.0
NcoK KM+;100;50;61.70809149742127;0.000144600765992;5000;2.5;0.5;4;5.0
coKNN;10;500;0.1000478267669677;0.0001470131508046;5000;2.5;0.5;4;5.0
NcoK KM;10;500;89.37811064720154;0.0002665418597239;5000;2.5;0.5;4;5.0
NcoK KM+;10;500;87.71709966659546;0.0002713652233445;5000;2.5;0.5;4;5.0
coKNN;5;1000;0.0670750141143798;0.0007173757522287;5000;2.5;0.5;4;5.0
NcoK KM;5;1000;190.8598244190216;0.0003219708374059;5000;2.5;0.5;4;5.0
NcoK KM+;5;1000;191.6819941997528;0.0003220746021474;5000;2.5;0.5;4;5.0
coK;5000;1;4.817440032958984;8.490928976561172e-05;5000;2.5;0.5;4;5.0
coKNN;1000;5;27.05578351020813;7.365598817384329e-05;5000;2.5;0.5;4;5.0
NcoK KM;1000;5;107.33056092262268;7.538883553544707e-05;5000;2.5;0.5;4;5.0
NcoK KM+;1000;5;108.72235465049744;7.547804219678525e-05;5000;2.5;0.5;4;5.0
coKNN;500;10;6.515259742736816;7.363594548891002e-05;5000;2.5;0.5;4;5.0
NcoK KM;500;10;56.83443307876587;7.714765598196855e-05;5000;2.5;0.5;4;5.0
NcoK KM+;500;10;58.76867866516113;7.944946558942318e-05;5000;2.5;0.5;4;5.0
coKNN;100;50;0.9321913719177246;7.34136856720067e-05;5000;2.5;0.5;4;5.0
NcoK KM;100;50;58.30860567092896;0.0001058106332611;5000;2.5;0.5;4;5.0
NcoK KM+;100;50;57.70206546783447;0.0001142873726127;5000;2.5;0.5;4;5.0
coKNN;10;500;0.1111805438995361;0.0001365910568635;5000;2.5;0.5;4;5.0
NcoK KM;10;500;88.13391995429993;0.0002031027688227;5000;2.5;0.5;4;5.0
NcoK KM+;10;500;88.15193700790405;0.0002528954569746;5000;2.5;0.5;4;5.0
coKNN;5;1000;0.0632264614105224;0.0005673870562158;5000;2.5;0.5;4;5.0
NcoK KM;5;1000;191.50973773002625;0.0003166675370159;5000;2.5;0.5;4;5.0
NcoK KM+;5;1000;191.69928884506223;0.0002968038643476;5000;2.5;0.5;4;5.0
coK;5000;1;4.838504314422607;7.364638392842421e-05;5000;2.5;0.5;4;5.0
coKNN;1000;5;26.264509916305546;7.953061539486731e-05;5000;2.5;0.5;4;5.0
NcoK KM;1000;5;139.97677850723267;8.39774025565489e-05;5000;2.5;0.5;4;5.0
NcoK KM+;1000;5;111.15024161338806;8.439979302588568e-05;5000;2.5;0.5;4;5.0
coKNN;500;10;6.26664662361145;7.952199096657421e-05;5000;2.5;0.5;4;5.0
NcoK KM;500;10;56.76536417007446;0.000101372979451;5000;2.5;0.5;4;5.0
NcoK KM+;500;10;57.40974473953247;8.405263931467184e-05;5000;2.5;0.5;4;5.0
coKNN;100;50;0.9555935859680176;7.95462024875242e-05;5000;2.5;0.5;4;5.0
NcoK KM;100;50;57.06286191940308;9.962577202147553e-05;5000;2.5;0.5;4;5.0
NcoK KM+;100;50;57.36822581291199;0.0001390398821271;5000;2.5;0.5;4;5.0
coKNN;10;500;0.0992195606231689;0.0001498935012844;5000;2.5;0.5;4;5.0
NcoK KM;10;500;88.00003790855408;0.0002076898755022;5000;2.5;0.5;4;5.0
NcoK KM+;10;500;88.47007942199707;0.0001954080126879;5000;2.5;0.5;4;5.0
coKNN;5;1000;0.0635383129119873;0.0004970086368692;5000;2.5;0.5;4;5.0
NcoK KM;5;1000;191.6597499847412;0.0002849571111274;5000;2.5;0.5;4;5.0
NcoK KM+;5;1000;191.8855600357056;0.0003379702686545;5000;2.5;0.5;4;5.0
coK;5000;1;6.308545351028442;7.951839095740811e-05;5000;2.5;0.5;4;5.0
coKNN;1000;5;25.30125904083252;8.001849912215148e-05;5000;2.5;0.5;4;5.0
NcoK KM;1000;5;92.94098138809204;9.584487844466652e-05;5000;2.5;0.5;4;5.0
NcoK KM+;1000;5;92.32932448387146;9.22707227408771e-05;5000;2.5;0.5;4;5.0
coKNN;500;10;5.917049646377564;7.999422102574106e-05;5000;2.5;0.5;4;5.0
NcoK KM;500;10;50.07231593132019;0.0001121477540489;5000;2.5;0.5;4;5.0
NcoK KM+;500;10;50.93934106826782;9.820385593971084e-05;5000;2.5;0.5;4;5.0
coKNN;100;50;0.8437774181365967;8.016345955413728e-05;5000;2.5;0.5;4;5.0
NcoK KM;100;50;53.183424949646;0.0001977229496963;5000;2.5;0.5;4;5.0
NcoK KM+;100;50;52.57827019691467;0.0001420153771951;5000;2.5;0.5;4;5.0
coKNN;10;500;0.116765022277832;0.0001391293659637;5000;2.5;0.5;4;5.0
NcoK KM;10;500;87.79161524772644;0.000227454117607;5000;2.5;0.5;4;5.0
NcoK KM+;10;500;88.25039005279541;0.0002359625984269;5000;2.5;0.5;4;5.0
coKNN;5;1000;0.0823869705200195;0.0004366939067056;5000;2.5;0.5;4;5.0
NcoK KM;5;1000;191.218154668808;0.0003393600169404;5000;2.5;0.5;4;5.0
NcoK KM+;5;1000;193.60804200172424;0.0003246101428032;5000;2.5;0.5;4;5.0
coK;5000;1;4.764709711074829;8.000008115487792e-05;5000;2.5;0.5;4;5.0
coKNN;1000;5;28.146661043167114;7.185898651369863e-05;5000;2.5;0.5;4;5.0
NcoK KM;1000;5;109.90783452987672;7.206631810049236e-05;5000;2.5;0.5;4;5.0
NcoK KM+;1000;5;125.83566880226137;7.187667572867802e-05;5000;2.5;0.5;4;5.0
coKNN;500;10;6.249999761581421;7.185597275819575e-05;5000;2.5;0.5;4;5.0
NcoK KM;500;10;57.73653769493103;7.776320199256313e-05;5000;2.5;0.5;4;5.0
NcoK KM+;500;10;58.72227311134338;7.340912569200924e-05;5000;2.5;0.5;4;5.0
coKNN;100;50;0.9454572200775146;7.202847827975369e-05;5000;2.5;0.5;4;5.0
NcoK KM;100;50;57.966641902923584;0.0001722046586085;5000;2.5;0.5;4;5.0
NcoK KM+;100;50;57.5530264377594;0.0001219791796751;5000;2.5;0.5;4;5.0
coKNN;10;500;0.1046550273895263;0.0001155378711544;5000;2.5;0.5;4;5.0
NcoK KM;10;500;88.65123105049133;0.0002367582517424;5000;2.5;0.5;4;5.0
NcoK KM+;10;500;88.67132234573364;0.0002101905179617;5000;2.5;0.5;4;5.0
coKNN;5;1000;0.063232421875;0.0003384950105848;5000;2.5;0.5;4;5.0
NcoK KM;5;1000;193.6345977783203;0.0004437057147983;5000;2.5;0.5;4;5.0
NcoK KM+;5;1000;191.85048747062683;0.0005357677855856;5000;2.5;0.5;4;5.0
coK;5000;1;4.830666780471802;7.185894483447272e-05;5000;2.5;0.5;4;5.0
coKNN;1000;5;27.715669631958008;8.630202515805067e-05;5000;2.5;0.5;4;5.0
NcoK KM;1000;5;111.50504779815674;0.0001082585500777;5000;2.5;0.5;4;5.0
NcoK KM+;1000;5;110.02152681350708;9.851930447964432e-05;5000;2.5;0.5;4;5.0
coKNN;500;10;6.33428168296814;8.630534415603301e-05;5000;2.5;0.5;4;5.0
NcoK KM;500;10;57.32196283340454;0.0001064552705625;5000;2.5;0.5;4;5.0
NcoK KM+;500;10;58.54829001426697;9.146719514742224e-05;5000;2.5;0.5;4;5.0
coKNN;100;50;0.9977335929870604;8.74545195305748e-05;5000;2.5;0.5;4;5.0
NcoK KM;100;50;58.291512966156006;0.0001251858356675;5000;2.5;0.5;4;5.0
NcoK KM+;100;50;58.11719822883606;0.0001047093639563;5000;2.5;0.5;4;5.0
coKNN;10;500;0.114114761352539;0.0001774660567638;5000;2.5;0.5;4;5.0
NcoK KM;10;500;88.7278664112091;0.0003276729400387;5000;2.5;0.5;4;5.0
NcoK KM+;10;500;90.50004291534424;0.0002772278843795;5000;2.5;0.5;4;5.0
coKNN;5;1000;0.0689582824707031;0.0008559195339689;5000;2.5;0.5;4;5.0
NcoK KM;5;1000;190.6908347606659;0.0003248663907376;5000;2.5;0.5;4;5.0
NcoK KM+;5;1000;191.13118720054624;0.0003189843145137;5000;2.5;0.5;4;5.0
coK;5000;1;4.7763214111328125;8.629856113302735e-05;5000;2.5;0.5;4;5.0
coKNN;1000;5;24.154677152633667;9.437368508577445e-05;5000;2.5;0.5;4;5.0
NcoK KM;1000;5;94.14002084732056;0.000100245347487;5000;2.5;0.5;4;5.0
NcoK KM+;1000;5;103.6549186706543;9.955809542002206e-05;5000;2.5;0.5;4;5.0
coKNN;500;10;6.248822212219238;9.436807450383008e-05;5000;2.5;0.5;4;5.0
NcoK KM;500;10;56.46673226356506;0.0001024093485589;5000;2.5;0.5;4;5.0
NcoK KM+;500;10;57.28437352180481;9.614657389941986e-05;5000;2.5;0.5;4;5.0
coKNN;100;50;0.9787344932556152;9.408783912494018e-05;5000;2.5;0.5;4;5.0
NcoK KM;100;50;58.729591369628906;0.0001342014168667;5000;2.5;0.5;4;5.0
NcoK KM+;100;50;59.00350832939148;0.0001123781360422;5000;2.5;0.5;4;5.0
coKNN;10;500;0.1189436912536621;0.0001521258777825;5000;2.5;0.5;4;5.0
NcoK KM;10;500;88.98506569862366;0.0003270953756977;5000;2.5;0.5;4;5.0
NcoK KM+;10;500;88.85567283630371;0.0002776472248272;5000;2.5;0.5;4;5.0
coKNN;5;1000;0.0787055492401123;0.0004644011660226;5000;2.5;0.5;4;5.0
NcoK KM;5;1000;191.65229392051697;0.0003171678522704;5000;2.5;0.5;4;5.0
NcoK KM+;5;1000;191.5164031982422;0.0003307523494847;5000;2.5;0.5;4;5.0
coK;5000;1;4.901522159576416;9.437052341298566e-05;5000;2.5;0.5;4;5.0
coKNN;1000;5;28.06768822669983;7.282144843647556e-05;5000;2.5;0.5;4;5.0
NcoK KM;1000;5;111.08250260353088;7.249505650999909e-05;5000;2.5;0.5;4;5.0
NcoK KM+;1000;5;111.56804037094116;8.977800253112308e-05;5000;2.5;0.5;4;5.0
coKNN;500;10;6.537562847137451;7.284974935606012e-05;5000;2.5;0.5;4;5.0
NcoK KM;500;10;59.150821685791016;8.99112790352781e-05;5000;2.5;0.5;4;5.0
NcoK KM+;500;10;62.02002739906311;8.800941848314774e-05;5000;2.5;0.5;4;5.0
coKNN;100;50;1.097541570663452;7.301128091313407e-05;5000;2.5;0.5;4;5.0
NcoK KM;100;50;58.44703555107117;0.0001252552750484;5000;2.5;0.5;4;5.0
NcoK KM+;100;50;60.53499889373779;0.0001319821033604;5000;2.5;0.5;4;5.0
coKNN;10;500;0.1204550266265869;0.0001320295768008;5000;2.5;0.5;4;5.0
NcoK KM;10;500;89.15273642539978;0.0002622928534166;5000;2.5;0.5;4;5.0
NcoK KM+;10;500;88.94930100440979;0.0002236142254649;5000;2.5;0.5;4;5.0
coKNN;5;1000;0.0783789157867431;0.0004383308898765;5000;2.5;0.5;4;5.0
NcoK KM;5;1000;191.2362380027771;0.0004428217522433;5000;2.5;0.5;4;5.0
NcoK KM+;5;1000;192.1660270690918;0.0005352852187253;5000;2.5;0.5;4;5.0
coK;5000;1;4.948757886886597;7.281738322300361e-05;5000;2.5;0.5;4;5.0
coKNN;1000;5;28.63528871536255;9.40788836252454e-05;5000;2.5;0.5;4;5.0
NcoK KM;1000;5;114.86393308639526;9.338717652795352e-05;5000;2.5;0.5;4;5.0
NcoK KM+;1000;5;109.1243178844452;9.493355069878542e-05;5000;2.5;0.5;4;5.0
coKNN;500;10;6.175772190093994;9.412017644097532e-05;5000;2.5;0.5;4;5.0
NcoK KM;500;10;50.23788237571716;0.0001098377573387;5000;2.5;0.5;4;5.0
NcoK KM+;500;10;51.46325707435608;0.0001112766883869;5000;2.5;0.5;4;5.0
coKNN;100;50;0.8439176082611084;9.356749997042156e-05;5000;2.5;0.5;4;5.0
NcoK KM;100;50;52.63231897354126;0.0001444184455529;5000;2.5;0.5;4;5.0
NcoK KM+;100;50;53.021708250045776;0.0001298444883036;5000;2.5;0.5;4;5.0
coKNN;10;500;0.1191346645355224;0.000145350291133;5000;2.5;0.5;4;5.0
NcoK KM;10;500;87.77120900154114;0.0003321172036538;5000;2.5;0.5;4;5.0
NcoK KM+;10;500;87.99386262893677;0.000407140228488;5000;2.5;0.5;4;5.0
coKNN;5;1000;0.0654439926147461;0.0004332251294561;5000;2.5;0.5;4;5.0
NcoK KM;5;1000;190.6123533248901;0.0003556092996882;5000;2.5;0.5;4;5.0
NcoK KM+;5;1000;192.11509704589844;0.0005121002373995;5000;2.5;0.5;4;5.0
coK;5000;1;4.83328104019165;9.40893571133073e-05;5000;2.5;0.5;4;5.0
coKNN;1000;5;29.100722551345825;0.0001059303414823;5000;2.5;0.5;4;5.0
NcoK KM;1000;5;114.20588445663452;0.0001074132368391;5000;2.5;0.5;4;5.0
NcoK KM+;1000;5;116.30274271965028;0.0001083592008543;5000;2.5;0.5;4;5.0
coKNN;500;10;7.719746828079224;0.0001059354182258;5000;2.5;0.5;4;5.0
NcoK KM;500;10;59.15077543258667;0.0001051984342452;5000;2.5;0.5;4;5.0
NcoK KM+;500;10;57.58927011489868;0.0001368550947744;5000;2.5;0.5;4;5.0
coKNN;100;50;0.9291057586669922;0.0001060373718574;5000;2.5;0.5;4;5.0
NcoK KM;100;50;58.4630753993988;0.0002049943344776;5000;2.5;0.5;4;5.0
NcoK KM+;100;50;59.13966369628906;0.0001304504658744;5000;2.5;0.5;4;5.0
coKNN;10;500;0.1116795539855957;0.0001143327950689;5000;2.5;0.5;4;5.0
NcoK KM;10;500;88.69564700126648;0.0003093837060221;5000;2.5;0.5;4;5.0
NcoK KM+;10;500;89.1703748703003;0.0002665627572058;5000;2.5;0.5;4;5.0
coKNN;5;1000;0.0786516666412353;0.0006282975762946;5000;2.5;0.5;4;5.0
NcoK KM;5;1000;191.19348454475403;0.0004222564102824;5000;2.5;0.5;4;5.0
NcoK KM+;5;1000;192.3141448497772;0.0002918489162951;5000;2.5;0.5;4;5.0
coK;5000;1;4.872256517410278;0.0001059294326909;5000;2.5;0.5;4;5.0
coKNN;1000;5;28.641722202301025;9.390916046047582e-05;5000;2.5;0.5;4;5.0
NcoK KM;1000;5;113.94928908348083;9.559021584898636e-05;5000;2.5;0.5;4;5.0
NcoK KM+;1000;5;116.6648678779602;9.203047213671668e-05;5000;2.5;0.5;4;5.0
coKNN;500;10;7.317058563232422;9.391449083150608e-05;5000;2.5;0.5;4;5.0
NcoK KM;500;10;61.45108890533447;0.0001016036247927;5000;2.5;0.5;4;5.0
NcoK KM+;500;10;61.688313007354736;9.30204075182219e-05;5000;2.5;0.5;4;5.0
coKNN;100;50;1.0489766597747805;9.45693349718439e-05;5000;2.5;0.5;4;5.0
